2024-06-02 13:31:43,A5EF1877,node123456,True
2024-06-02 13:32:06,A5EF1877,node123456,True
2024-06-02 13:35:32,A5EF1877,node123456,True
2024-06-02 13:35:46,A5EF1877,node123456,True
2024-06-02 13:37:11,A5EF1877,node123456,True
2024-06-02 13:41:39,A5EF1877,node123456,True
2024-06-02 13:41:57,A5EF1877,node123456,True
2024-06-02 14:04:07,A5EF1877,node123456,True
2024-06-02 14:05:46,A5EF1877,node123456,True
2024-06-02 14:07:11,A5EF1877,node123456,True
2024-06-02 14:10:59,A5EF1877,node123456,True
2024-06-02 14:13:13,A5EF1877,node123456,True
2024-06-02 14:14:41,A5EF1877,node123456,True
2024-06-02 14:20:57,A5EF1877,node123456,True
2024-06-02 14:21:19,A5EF1877,node123456,True
2024-06-02 14:21:52,A5EF1877,node123456,True
